"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","406","Beneficiary Add","Unity API Automation","Fri May 30 02:03:24 IST 2025","passed","Fri May 30 02:03:24 IST 2025","Inter Beneficiary","Business","",""
"","140","Search Beneficiary","Unity API Automation","Fri May 30 02:02:56 IST 2025","passed","Fri May 30 02:02:56 IST 2025","Login","Business","",""
"","412","PDF Last Month","Unity API Automation","Fri May 30 02:03:30 IST 2025","failed","Fri May 30 02:03:30 IST 2025","PDF Detail Statement","Business","",""
"","66","Beneficiary add","Unity API Automation","Fri May 30 02:00:54 IST 2025","failed","Fri May 30 02:00:54 IST 2025","INTRA Beneficiary","Retail","",""
"","263","Search Beneficiary","Unity API Automation","Fri May 30 02:00:27 IST 2025","passed","Fri May 30 02:00:27 IST 2025","Login","Retail","",""
"","203","Delete Validate","Unity API Automation","Fri May 30 02:03:25 IST 2025","passed","Fri May 30 02:03:25 IST 2025","Inter Beneficiary","Business","",""
"","1254","INTER Beneficiary Add Validate","Unity API Automation","Fri May 30 02:03:22 IST 2025","passed","Fri May 30 02:03:24 IST 2025","Inter Beneficiary","Business","",""
"","383","Account","Unity API Automation","Fri May 30 02:00:27 IST 2025","passed","Fri May 30 02:00:28 IST 2025","Login","Retail","",""
"","93","Log Out","Unity API Automation","Fri May 30 02:03:34 IST 2025","passed","Fri May 30 02:03:34 IST 2025","Logout","Business","",""
"","863","PDF Last FY","Unity API Automation","Fri May 30 02:02:08 IST 2025","passed","Fri May 30 02:02:08 IST 2025","PDF Detail Statement","Retail","",""
"","101","Beneficiary Search","Unity API Automation","Fri May 30 02:00:54 IST 2025","failed","Fri May 30 02:00:54 IST 2025","INTRA Beneficiary","Retail","",""
"","10204","PDF This Month","Unity API Automation","Fri May 30 02:01:04 IST 2025","passed","Fri May 30 02:01:14 IST 2025","PDF Detail Statement","Retail","",""
"","1050","Excel Mini Statement","Unity API Automation","Fri May 30 02:03:27 IST 2025","passed","Fri May 30 02:03:28 IST 2025","Mini Statement","Business","",""
"","10939","PDF Custom Range","Unity API Automation","Fri May 30 02:02:44 IST 2025","passed","Fri May 30 02:02:55 IST 2025","PDF Detail Statement","Retail","",""
"","393","Verify OTP","Unity API Automation","Fri May 30 02:00:27 IST 2025","passed","Fri May 30 02:00:27 IST 2025","Login","Retail","",""
"","532","INTRA Beneficiary Add Validate","Unity API Automation","Fri May 30 02:00:53 IST 2025","failed","Fri May 30 02:00:54 IST 2025","INTRA Beneficiary","Retail","",""
"","450","PDF Last FY","Unity API Automation","Fri May 30 02:03:32 IST 2025","failed","Fri May 30 02:03:32 IST 2025","PDF Detail Statement","Business","",""
"","792","PDF Mini Statement","Unity API Automation","Fri May 30 02:03:27 IST 2025","passed","Fri May 30 02:03:27 IST 2025","Mini Statement","Business","",""
"","8846","RTGS","Unity API Automation","Fri May 30 02:00:44 IST 2025","passed","Fri May 30 02:00:53 IST 2025","Fund Transfer","Retail","",""
"","1538","PDF Mini Statement","Unity API Automation","Fri May 30 02:01:00 IST 2025","passed","Fri May 30 02:01:02 IST 2025","Mini Statement","Retail","",""
"","42793","PDF Last Month","Unity API Automation","Fri May 30 02:01:14 IST 2025","passed","Fri May 30 02:01:57 IST 2025","PDF Detail Statement","Retail","",""
"","921","Account","Unity API Automation","Fri May 30 02:02:56 IST 2025","passed","Fri May 30 02:02:57 IST 2025","Login","Business","",""
"","506","beneficiary Delete","Unity API Automation","Fri May 30 02:00:54 IST 2025","failed","Fri May 30 02:00:55 IST 2025","INTRA Beneficiary","Retail","",""
"","601","Delete Validate","Unity API Automation","Fri May 30 02:00:54 IST 2025","passed","Fri May 30 02:00:54 IST 2025","INTRA Beneficiary","Retail","",""
"","313","Beneficiary Search","Unity API Automation","Fri May 30 02:00:55 IST 2025","passed","Fri May 30 02:00:56 IST 2025","Inter Beneficiary","Retail","",""
"","76","Beneficiary Search","Unity API Automation","Fri May 30 02:03:21 IST 2025","passed","Fri May 30 02:03:21 IST 2025","INTRA Beneficiary","Business","",""
"","201","beneficiary Delete","Unity API Automation","Fri May 30 02:00:56 IST 2025","failed","Fri May 30 02:00:56 IST 2025","Inter Beneficiary","Retail","",""
"","715","beneficiary Delete","Unity API Automation","Fri May 30 02:03:25 IST 2025","passed","Fri May 30 02:03:25 IST 2025","Inter Beneficiary","Business","",""
"","5181","NEFT","Unity API Automation","Fri May 30 02:00:28 IST 2025","passed","Fri May 30 02:00:33 IST 2025","Fund Transfer","Retail","",""
"","172","INTER Beneficiary Add Validate","Unity API Automation","Fri May 30 02:00:55 IST 2025","failed","Fri May 30 02:00:55 IST 2025","Inter Beneficiary","Retail","",""
"","5013","RTGS","Unity API Automation","Fri May 30 02:03:15 IST 2025","passed","Fri May 30 02:03:20 IST 2025","Fund Transfer","Business","",""
"","802","PDF Custom Range","Unity API Automation","Fri May 30 02:03:33 IST 2025","passed","Fri May 30 02:03:34 IST 2025","PDF Detail Statement","Business","",""
"","384","User Login","Unity API Automation","Fri May 30 02:02:55 IST 2025","passed","Fri May 30 02:02:55 IST 2025","Login","Business","",""
"","179","Delete Validate","Unity API Automation","Fri May 30 02:03:21 IST 2025","passed","Fri May 30 02:03:21 IST 2025","INTRA Beneficiary","Business","",""
"","101","Log Out","Unity API Automation","Fri May 30 02:02:55 IST 2025","passed","Fri May 30 02:02:55 IST 2025","Logout","Retail","",""
"","371","Beneficiary Search","Unity API Automation","Fri May 30 02:03:24 IST 2025","passed","Fri May 30 02:03:25 IST 2025","Inter Beneficiary","Business","",""
"","1146","Excel Detailed Statement","Unity API Automation","Fri May 30 02:03:25 IST 2025","passed","Fri May 30 02:03:27 IST 2025","Excel Detailed Statement","Business","",""
"","288","Beneficiary Add","Unity API Automation","Fri May 30 02:00:55 IST 2025","passed","Fri May 30 02:00:55 IST 2025","Inter Beneficiary","Retail","",""
"","35272","PDF Last 90 Days","Unity API Automation","Fri May 30 02:02:08 IST 2025","passed","Fri May 30 02:02:44 IST 2025","PDF Detail Statement","Retail","",""
"","5816","INTRA","Unity API Automation","Fri May 30 02:03:09 IST 2025","passed","Fri May 30 02:03:15 IST 2025","Fund Transfer","Business","",""
"","392","Verify OTP","Unity API Automation","Fri May 30 02:02:55 IST 2025","passed","Fri May 30 02:02:56 IST 2025","Login","Business","",""
"","390","Delete Validate","Unity API Automation","Fri May 30 02:00:56 IST 2025","passed","Fri May 30 02:00:56 IST 2025","Inter Beneficiary","Retail","",""
"","10789","PDF Current FE","Unity API Automation","Fri May 30 02:01:57 IST 2025","passed","Fri May 30 02:02:08 IST 2025","PDF Detail Statement","Retail","",""
"","5050","IMPS","Unity API Automation","Fri May 30 02:03:04 IST 2025","passed","Fri May 30 02:03:09 IST 2025","Fund Transfer","Business","",""
